,meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
281,,amiibo Tap: Nintendo's Greatest Bits,WIIU,"Apr 30, 2015",7.6,/game/wii-u/amiibo-tap-nintendos-greatest-bits,E,['Nintendo'],"['Miscellaneous', 'Application']"
282,,Super Smash Bros. for Nintendo 3DS / Wii U: Mewtwo,3DS,"Apr 28, 2015",,/game/3ds/super-smash-bros-for-nintendo-3ds-wii-u-mewtwo,,['Bandai Namco Games'],"['Action', '2D', 'Fighting']"
283,,Super Smash Bros. for Nintendo 3DS / Wii U: Mewtwo,WIIU,"Apr 28, 2015",,/game/wii-u/super-smash-bros-for-nintendo-3ds-wii-u-mewtwo,,['Bandai Namco Games'],"['Action', '2D', 'Fighting']"
284,90.0,Mario Kart 8 DLC Pack 2,WIIU,"Apr 23, 2015",8.9,/game/wii-u/mario-kart-8-dlc-pack-2,E,['Nintendo'],"['Arcade', 'Kart', 'Driving', 'Racing', 'Automobile']"
285,86.0,Xenoblade Chronicles 3D,3DS,"Apr 10, 2015",8.8,/game/3ds/xenoblade-chronicles-3d,T,['Monster Games Inc.'],"['Role-Playing', 'Action RPG']"
286,58.0,Pokemon Rumble World,3DS,"Apr 8, 2015",6.1,/game/3ds/pokemon-rumble-world,E10+,"['Ambrella', ' The Pokemon Company']","['3D', 'Action', 'General', ""Beat-'Em-Up""]"
287,80.0,BOXBOY!,3DS,"Apr 2, 2015",8.1,/game/3ds/boxboy!,E,['HAL Labs'],"['Action', 'Puzzle']"
288,66.0,Mario Party 10,WIIU,"Mar 20, 2015",6.4,/game/wii-u/mario-party-10,E,"['Nintendo', ' Nd Cube']","['Party / Minigame', 'Party', 'Miscellaneous']"
289,57.0,Fossil Fighters: Frontier,3DS,"Mar 20, 2015",5.1,/game/3ds/fossil-fighters-frontier,E10+,"['RED Entertainment', ' Spike Chunsoft']","['Role-Playing', 'Trainer', 'General']"
290,,Hyrule Warriors: Boss Pack,WIIU,"Mar 12, 2015",7.6,/game/wii-u/hyrule-warriors-boss-pack,,['Tecmo Koei Games'],"['3D', 'Action', ""Beat-'Em-Up""]"
291,70.0,Mario vs. Donkey Kong: Tipping Stars,WIIU,"Mar 5, 2015",7.5,/game/wii-u/mario-vs-donkey-kong-tipping-stars,E,"['Nintendo', ' Nintendo Software Technology']","['Action', '2D', 'Puzzle', 'Platformer']"
292,70.0,Mario vs. Donkey Kong: Tipping Stars,3DS,"Mar 5, 2015",7.4,/game/3ds/mario-vs-donkey-kong-tipping-stars,E,"['Nintendo', ' Nintendo Software Technology']","['Action', '2D', 'Puzzle', 'Platformer']"
293,73.0,Kirby and the Rainbow Curse,WIIU,"Feb 20, 2015",8.0,/game/wii-u/kirby-and-the-rainbow-curse,E,['HAL Labs'],"['Action', '2D', 'Platformer']"
294,56.0,Pokemon Shuffle,3DS,"Feb 18, 2015",6.1,/game/3ds/pokemon-shuffle,E,['Genius Sonority Inc.'],"['Puzzle', 'Matching']"
295,89.0,The Legend of Zelda: Majora's Mask 3D,3DS,"Feb 13, 2015",8.9,/game/3ds/the-legend-of-zelda-majoras-mask-3d,E10+,['GREZZO'],"['Open-World', 'Fantasy', 'Action Adventure']"
296,,Flipnote Studio 3D,3DS,"Feb 10, 2015",6.9,/game/3ds/flipnote-studio-3d,E,['Nintendo'],"['Miscellaneous', 'Application', 'General']"
297,,Hyrule Warriors: Majora's Mask Pack,WIIU,"Feb 5, 2015",8.0,/game/wii-u/hyrule-warriors-majoras-mask-pack,,['Tecmo Koei Games'],"['3D', 'Action', ""Beat-'Em-Up""]"
298,81.0,Captain Toad: Treasure Tracker,WIIU,"Dec 5, 2014",8.6,/game/wii-u/captain-toad-treasure-tracker,E,['Nintendo EAD Tokyo '],"['3D', 'Action', 'Platformer']"
299,,NES Remix Pack,WIIU,"Dec 5, 2014",8.6,/game/wii-u/nes-remix-pack,E,['indieszero'],"['Compilation', 'Miscellaneous']"
300,,Hyrule Warriors: Twilight Princess Pack,WIIU,"Nov 26, 2014",8.3,/game/wii-u/hyrule-warriors-twilight-princess-pack,T,['Tecmo Koei Games'],"['3D', 'Action', ""Beat-'Em-Up""]"
301,92.0,Super Smash Bros. for Wii U,WIIU,"Nov 21, 2014",8.9,/game/wii-u/super-smash-bros-for-wii-u,E10+,['Bandai Namco Games'],"['3D', 'Action', '2D', 'Fighting']"
302,82.0,Pokemon Alpha Sapphire,3DS,"Nov 21, 2014",7.4,/game/3ds/pokemon-alpha-sapphire,E,['Game Freak'],"['Role-Playing', 'Trainer', 'Console-style RPG', 'Japanese-Style']"
303,83.0,Pokemon Omega Ruby,3DS,"Nov 21, 2014",7.4,/game/3ds/pokemon-omega-ruby,E,['Game Freak'],"['Role-Playing', 'Trainer', 'Console-style RPG', 'Japanese-Style']"
304,,Pokemon Omega Ruby/Alpha Sapphire Double Pack,3DS,"Nov 21, 2014",7.2,/game/3ds/pokemon-omega-rubyalpha-sapphire-double-pack,E,['Game Freak'],"['Role-Playing', 'Trainer', 'Console-style RPG', 'Japanese-Style']"
305,87.0,Mario Kart 8 DLC Pack 1,WIIU,"Nov 13, 2014",8.9,/game/wii-u/mario-kart-8-dlc-pack-1,E,['Nintendo'],"['Arcade', 'Kart', 'Driving', 'Racing', 'Automobile']"
306,69.0,Ultimate NES Remix,3DS,"Nov 7, 2014",7.7,/game/3ds/ultimate-nes-remix,E,['indieszero'],"['Miscellaneous', 'General']"
307,76.0,Pokemon Art Academy,3DS,"Oct 24, 2014",7.7,/game/3ds/pokemon-art-academy,E,['Headstrong Games'],"['Miscellaneous', 'Edutainment', 'General']"
308,86.0,Bayonetta,WIIU,"Oct 24, 2014",8.8,/game/wii-u/bayonetta,M,['Bee Tribe'],"['Action', ""Beat-'Em-Up"", 'Linear', 'Action Adventure', 'Fantasy']"
309,73.0,Fantasy Life,3DS,"Oct 24, 2014",8.4,/game/3ds/fantasy-life,E10+,"['Level 5', ' Brownie Brown']","['Role-Playing', 'General']"
310,,Bayonetta + Bayonetta 2,WIIU,"Oct 24, 2014",8.0,/game/wii-u/bayonetta-+-bayonetta-2,M,['PlatinumGames'],"['Compilation', 'Miscellaneous']"
311,,Hyrule Warriors: Master Quest Pack,WIIU,"Oct 16, 2014",7.9,/game/wii-u/hyrule-warriors-master-quest-pack,,['Tecmo Koei Games'],"['3D', 'Action', ""Beat-'Em-Up""]"
312,85.0,Super Smash Bros. for Nintendo 3DS,3DS,"Oct 3, 2014",8.5,/game/3ds/super-smash-bros-for-nintendo-3ds,E10+,['Bandai Namco Games'],"['3D', 'Action', '2D', 'Fighting']"
313,76.0,Hyrule Warriors,WIIU,"Sep 26, 2014",8.3,/game/wii-u/hyrule-warriors,T,['Omega Force'],"['3D', 'Action', ""Beat-'Em-Up""]"
314,91.0,Bayonetta 2,WIIU,"Sep 20, 2014",8.9,/game/wii-u/bayonetta-2,M,['PlatinumGames'],"['Linear', 'Fantasy', 'Action Adventure']"
315,79.0,Professor Layton VS Phoenix Wright Ace Attorney,3DS,"Aug 29, 2014",8.2,/game/3ds/professor-layton-vs-phoenix-wright-ace-attorney,T,['Level 5'],"['Miscellaneous', 'Puzzle', 'General']"
316,65.0,Dedede's Drum Dash Deluxe,3DS,"Aug 29, 2014",7.0,/game/3ds/dededes-drum-dash-deluxe,E,['HAL Labs'],"['Rhythm', 'Action', 'Music', 'Miscellaneous']"
317,66.0,Kirby Fighters Deluxe,3DS,"Aug 29, 2014",6.8,/game/3ds/kirby-fighters-deluxe,E,['HAL Labs'],"['Action', '2D', 'Fighting']"
318,,The Mysterious Murasame Castle,3DS,"Aug 7, 2014",,/game/3ds/the-mysterious-murasame-castle,,['Nintendo'],"['Action', 'General']"
319,80.0,Pushmo World,WIIU,"Jun 19, 2014",8.0,/game/wii-u/pushmo-world,E,['Intelligent Systems'],"['Action', 'Miscellaneous', 'Puzzle', 'Logic']"
320,75.0,Inazuma Eleven Go: Shadow,3DS,"Jun 13, 2014",7.1,/game/3ds/inazuma-eleven-go-shadow,,['Level 5'],"['Soccer', 'Arcade', 'Sports', 'Traditional']"
321,74.0,Inazuma Eleven Go: Light,3DS,"Jun 13, 2014",7.6,/game/3ds/inazuma-eleven-go-light,,['Level 5'],"['Soccer', 'Arcade', 'Sports', 'Traditional']"
322,71.0,Tomodachi Life,3DS,"Jun 6, 2014",7.7,/game/3ds/tomodachi-life,E,['Nintendo'],"['Simulation', 'Virtual', 'General', 'Miscellaneous', 'Virtual Life']"
323,88.0,Mario Kart 8,WIIU,"May 30, 2014",8.8,/game/wii-u/mario-kart-8,E,['Nintendo'],"['Arcade', 'Kart', 'Driving', 'Racing', 'Automobile']"
324,,Photos with Mario,3DS,"May 18, 2014",7.0,/game/3ds/photos-with-mario,E,['Nintendo'],"['Miscellaneous', 'General']"
325,80.0,Kirby: Triple Deluxe,3DS,"May 2, 2014",8.6,/game/3ds/kirby-triple-deluxe,E,['HAL Labs'],"['Action', '2D', 'General', 'Platformer']"
326,78.0,Mario Golf: World Tour,3DS,"May 2, 2014",8.1,/game/3ds/mario-golf-world-tour,E,['Camelot Software Planning'],"['Arcade', 'Individual', 'Golf', 'Traditional', 'Sports']"
327,73.0,NES Remix 2,WIIU,"Apr 25, 2014",8.0,/game/wii-u/nes-remix-2,E,['indieszero'],"['Miscellaneous', 'General']"
328,65.0,Nintendo Pocket Football Club,3DS,"Apr 17, 2014",7.4,/game/3ds/nintendo-pocket-football-club,,['ParityBit'],"['Soccer', 'Arcade', 'Sports', 'Traditional']"
329,71.0,Disney Magical World,3DS,"Apr 11, 2014",7.4,/game/3ds/disney-magical-world,E,['h.a.n.d. Inc.'],"['Simulation', 'Virtual', 'General', 'Miscellaneous', 'Virtual Life']"
330,74.0,Rusty's Real Deal Baseball,3DS,"Apr 3, 2014",7.7,/game/3ds/rustys-real-deal-baseball,E,['Nintendo'],"['Action', 'General']"
331,70.0,Pokemon Battle Trozei,3DS,"Mar 20, 2014",7.3,/game/3ds/pokemon-battle-trozei,E,['Genius Sonority Inc.'],"['Miscellaneous', 'Puzzle', 'Matching']"
332,64.0,Yoshi's New Island,3DS,"Mar 14, 2014",6.2,/game/3ds/yoshis-new-island,E,['Arzest'],"['Action', '2D', 'Platformer']"
333,81.0,Professor Layton and the Azran Legacy,3DS,"Feb 28, 2014",8.1,/game/3ds/professor-layton-and-the-azran-legacy,E10+,['Level 5'],"['Miscellaneous', 'Puzzle', 'General', 'Logic']"
334,83.0,Donkey Kong Country: Tropical Freeze,WIIU,"Feb 21, 2014",8.9,/game/wii-u/donkey-kong-country-tropical-freeze,E,['Retro Studios'],"['Action', '2D', 'Platformer']"
335,70.0,Inazuma Eleven 3: Team Ogre Attacks!,3DS,"Feb 14, 2014",7.3,/game/3ds/inazuma-eleven-3-team-ogre-attacks!,,['Level 5'],"['Soccer', 'Arcade', 'Sports', 'Traditional']"
336,70.0,Steel Diver: Sub Wars,3DS,"Feb 13, 2014",7.6,/game/3ds/steel-diver-sub-wars,E10+,['Nintendo'],"['Simulation', 'Combat', 'Submarine', 'Marine']"
337,85.0,Bravely Default,3DS,"Feb 7, 2014",8.4,/game/3ds/bravely-default,T,['Silicon Studio'],"['Role-Playing', 'Console-style RPG', 'Japanese-Style']"
338,,Poke Transporter,3DS,"Feb 5, 2014",,/game/3ds/poke-transporter,,['Game Freak'],"['Miscellaneous', 'Application', 'General']"
339,,Pokemon Bank,3DS,"Feb 5, 2014",6.5,/game/3ds/pokemon-bank,E,['Game Freak'],"['Miscellaneous', 'General']"
340,49.0,Chibi-Robo! Photo Finder,3DS,"Jan 9, 2014",7.7,/game/3ds/chibi-robo!-photo-finder,E,['Skip Ltd.'],"['Action', 'General', 'Fantasy', 'Action Adventure']"
341,65.0,Dr. Luigi,WIIU,"Dec 31, 2013",7.2,/game/wii-u/dr-luigi,E,"['Arika', ' Nintendo']","['Stacking', 'Miscellaneous', 'Puzzle']"
342,71.0,NES Remix,WIIU,"Dec 18, 2013",7.2,/game/wii-u/nes-remix,E,['indieszero'],"['Miscellaneous', 'General']"
343,,Nintendo 3DS Guide: Louvre,3DS,"Dec 2, 2013",,/game/3ds/nintendo-3ds-guide-louvre,,['Nintendo'],"['Miscellaneous', 'Edutainment']"
344,57.0,Mario Party: Island Tour,3DS,"Nov 22, 2013",6.0,/game/3ds/mario-party-island-tour,E,"['Nintendo', ' Nd Cube']","['Party / Minigame', 'Party', 'Miscellaneous']"
345,91.0,The Legend of Zelda: A Link Between Worlds,3DS,"Nov 22, 2013",9.0,/game/3ds/the-legend-of-zelda-a-link-between-worlds,E,['Nintendo'],"['Open-World', 'Role-Playing', 'General', 'Action Adventure', 'Action RPG']"
346,93.0,Super Mario 3D World,WIIU,"Nov 22, 2013",8.9,/game/wii-u/super-mario-3d-world,E,['Nintendo'],"['3D', 'Action', 'Platformer']"
347,55.0,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WIIU,"Nov 15, 2013",6.2,/game/wii-u/mario-sonic-at-the-sochi-2014-olympic-winter-games,E,"['Nintendo', ' Sega Sports R&D']","['Olympic Sports', 'Sports', 'Athletics', 'Individual']"
348,68.0,Wii Sports Club,WIIU,"Nov 7, 2013",7.0,/game/wii-u/wii-sports-club,E10+,['Nintendo'],"['Sports', 'General']"
349,72.0,Wii Fit U,WIIU,"Nov 1, 2013",7.7,/game/wii-u/wii-fit-u,E,['Nintendo'],"['Miscellaneous', 'Sports', 'General', 'Exercise / Fitness']"
350,,New Super Mario Bros. U + New Super Luigi U,WIIU,"Nov 1, 2013",8.7,/game/wii-u/new-super-mario-bros-u-+-new-super-luigi-u,E,['Nintendo'],"['Action', '2D', 'Platformer']"
351,65.0,Wii Party U,WIIU,"Oct 25, 2013",7.0,/game/wii-u/wii-party-u,E,['Nd Cube'],"['Party / Minigame', 'Party', 'Miscellaneous']"
352,87.0,Pokemon X,3DS,"Oct 12, 2013",7.5,/game/3ds/pokemon-x,E,['Game Freak'],"['Role-Playing', 'Trainer', 'Console-style RPG']"
353,88.0,Pokemon Y,3DS,"Oct 12, 2013",7.5,/game/3ds/pokemon-y,E,['Game Freak'],"['Role-Playing', 'Trainer', 'Console-style RPG']"
354,70.0,Inazuma Eleven 3: Lightning Bolt,3DS,"Sep 27, 2013",7.2,/game/3ds/inazuma-eleven-3-lightning-bolt,,['Level 5'],"['Soccer', 'Arcade', 'Sports', 'Traditional']"
355,72.0,Inazuma Eleven 3: Bomb Blast,3DS,"Sep 27, 2013",7.8,/game/3ds/inazuma-eleven-3-bomb-blast,,['Level 5'],"['Soccer', 'Arcade', 'Sports', 'Traditional']"
356,90.0,The Legend of Zelda: The Wind Waker HD,WIIU,"Sep 20, 2013",9.0,/game/wii-u/the-legend-of-zelda-the-wind-waker-hd,E10+,"['Nintendo', ' HexaDrive']","['Open-World', 'Fantasy', 'Action Adventure']"
357,78.0,The Wonderful 101,WIIU,"Sep 15, 2013",8.6,/game/wii-u/the-wonderful-101,T,['PlatinumGames'],"['Action', 'General']"
358,49.0,Pokemon Rumble U,WIIU,"Aug 29, 2013",5.2,/game/wii-u/pokemon-rumble-u,E,['Ambrella'],"['Action', '2D', ""Beat-'Em-Up""]"
359,81.0,Mario & Luigi: Dream Team,3DS,"Aug 11, 2013",8.2,/game/3ds/mario-luigi-dream-team,E10+,['Alphadream Corporation'],"['Role-Playing', 'Console-style RPG', 'Japanese-Style']"
360,70.0,Art Academy: SketchPad,WIIU,"Aug 9, 2013",6.4,/game/wii-u/art-academy-sketchpad,E,['Headstrong Games'],"['Miscellaneous', 'Application', 'General']"
361,,Animal Crossing Plaza,WIIU,"Aug 7, 2013",5.2,/game/wii-u/animal-crossing-plaza,,['Nintendo'],"['Miscellaneous', 'Application', 'General']"
362,87.0,Pikmin 3,WIIU,"Aug 4, 2013",8.7,/game/wii-u/pikmin-3,E10+,['Nintendo'],"['Real-Time', 'Strategy', 'General', 'Fantasy']"
363,61.0,Game & Wario,WIIU,"Jun 23, 2013",6.5,/game/wii-u/game-wario,E,['Intelligent Systems'],"['Party / Minigame', 'Party', 'Miscellaneous']"
364,77.0,New Super Luigi U,WIIU,"Jun 20, 2013",8.0,/game/wii-u/new-super-luigi-u,E,['Nintendo'],"['Action', '2D', 'Platformer']"
365,88.0,Animal Crossing: New Leaf,3DS,"Jun 9, 2013",8.7,/game/3ds/animal-crossing-new-leaf,E,['Nintendo'],"['Simulation', 'Virtual', 'Miscellaneous', 'Virtual Life']"
366,83.0,Donkey Kong Country Returns 3D,3DS,"May 24, 2013",8.2,/game/3ds/donkey-kong-country-returns-3d,E,['Monster Games Inc.'],"['Action', '2D', 'General', 'Platformer']"
367,,Fire Emblem: Awakening - The Future Past 3,3DS,"May 23, 2013",,/game/3ds/fire-emblem-awakening---the-future-past-3,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
368,,Fire Emblem: Awakening - Apotheosis,3DS,"May 23, 2013",7.5,/game/3ds/fire-emblem-awakening---apotheosis,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
369,,Fire Emblem: Awakening - The Future Past 2,3DS,"May 16, 2013",,/game/3ds/fire-emblem-awakening---the-future-past-2,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
370,78.0,Mario and Donkey Kong: Minis on the Move,3DS,"May 9, 2013",7.3,/game/3ds/mario-and-donkey-kong-minis-on-the-move,E,['Nintendo'],"['3D', 'Action', 'Puzzle', 'Platformer']"
371,,Fire Emblem: Awakening - The Future Past 1,3DS,"May 9, 2013",,/game/3ds/fire-emblem-awakening---the-future-past-1,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
372,,Fire Emblem: Awakening - Hot Spring Scramble,3DS,"May 9, 2013",,/game/3ds/fire-emblem-awakening---hot-spring-scramble,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
373,,Fire Emblem: Awakening - Summer Scramble,3DS,"May 2, 2013",,/game/3ds/fire-emblem-awakening---summer-scramble,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
374,,Wii U Panorama View,WIIU,"Apr 26, 2013",5.4,/game/wii-u/wii-u-panorama-view,E,['Nintendo'],"['Miscellaneous', 'General']"
375,,Fire Emblem: Awakening - The Radiant Hero,3DS,"Apr 25, 2013",,/game/3ds/fire-emblem-awakening---the-radiant-hero,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
376,,Fire Emblem: Awakening - Harvest Scramble,3DS,"Apr 25, 2013",,/game/3ds/fire-emblem-awakening---harvest-scramble,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
377,,Fire Emblem: Awakening - Roster Rescue,3DS,"Apr 25, 2013",,/game/3ds/fire-emblem-awakening---roster-rescue,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
378,62.0,LEGO City Undercover: The Chase Begins,3DS,"Apr 21, 2013",6.6,/game/3ds/lego-city-undercover-the-chase-begins,E10+,"[""Traveller's Tales""]","['General', 'Fantasy', 'Action Adventure']"
379,,Fire Emblem: Awakening - Five-Anna Firefight,3DS,"Apr 18, 2013",,/game/3ds/fire-emblem-awakening---five-anna-firefight,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
380,68.0,Dillon's Rolling Western: The Last Ranger,3DS,"Apr 11, 2013",7.0,/game/3ds/dillons-rolling-western-the-last-ranger,E10+,['Vanpool'],"['Action', 'General']"
381,,Fire Emblem: Awakening - Rogues and Redeemers 3,3DS,"Apr 11, 2013",,/game/3ds/fire-emblem-awakening---rogues-and-redeemers-3,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
382,,Fire Emblem: Awakening - The Wellspring of Truth,3DS,"Apr 11, 2013",7.0,/game/3ds/fire-emblem-awakening---the-wellspring-of-truth,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
383,,Fire Emblem: Awakening - Death's Embrace,3DS,"Apr 11, 2013",,/game/3ds/fire-emblem-awakening---deaths-embrace,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
384,,Fire Emblem: Awakening - Rogues and Redeemers 2,3DS,"Apr 4, 2013",,/game/3ds/fire-emblem-awakening---rogues-and-redeemers-2,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
385,73.0,HarmoKnight,3DS,"Mar 28, 2013",7.5,/game/3ds/harmoknight,E,['Game Freak'],"['Rhythm', 'Action', 'Music', 'Miscellaneous']"
386,,Fire Emblem: Awakening - Ghost of Blade,3DS,"Mar 28, 2013",,/game/3ds/fire-emblem-awakening---ghost-of-blade,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
387,,Fire Emblem: Awakening - Rogues and Redeemers 1,3DS,"Mar 28, 2013",,/game/3ds/fire-emblem-awakening---rogues-and-redeemers-1,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
388,,Fire Emblem: Awakening - Smash Brethren 3,3DS,"Mar 28, 2013",,/game/3ds/fire-emblem-awakening---smash-brethren-3,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
389,86.0,Luigi's Mansion: Dark Moon,3DS,"Mar 24, 2013",8.5,/game/3ds/luigis-mansion-dark-moon,E,['Next Level Games'],"['General', 'Fantasy', 'Action Adventure']"
390,59.0,Pokemon Mystery Dungeon: Gates to Infinity,3DS,"Mar 24, 2013",6.3,/game/3ds/pokemon-mystery-dungeon-gates-to-infinity,E,"['Nintendo', ' Spike Chunsoft']","['Role-Playing', 'Console-style RPG', 'General', 'Roguelike']"
391,,Fire Emblem: Awakening - Smash Brethren 2,3DS,"Mar 21, 2013",,/game/3ds/fire-emblem-awakening---smash-brethren-2,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
392,80.0,LEGO City Undercover,WIIU,"Mar 18, 2013",8.2,/game/wii-u/lego-city-undercover,E10+,['TT Games'],"['Open-World', 'General', 'Fantasy', 'Action Adventure']"
393,,Fire Emblem: Awakening - Smash Brethren 1,3DS,"Mar 14, 2013",,/game/3ds/fire-emblem-awakening---smash-brethren-1,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
394,,Fire Emblem: Awakening - Lost Bloodlines 3,3DS,"Mar 14, 2013",,/game/3ds/fire-emblem-awakening---lost-bloodlines-3,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
395,,Fire Emblem: Awakening - A Hard Miracle,3DS,"Mar 13, 2013",,/game/3ds/fire-emblem-awakening---a-hard-miracle,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
396,62.0,Kersploosh!,3DS,"Mar 7, 2013",7.0,/game/3ds/kersploosh!,E,['Poisoft'],"['Miscellaneous', 'General']"
397,,Fire Emblem: Awakening - Lost Bloodlines 2,3DS,"Mar 7, 2013",,/game/3ds/fire-emblem-awakening---lost-bloodlines-2,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
398,,Fire Emblem: Awakening - Infinite Regalia,3DS,"Mar 7, 2013",,/game/3ds/fire-emblem-awakening---infinite-regalia,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
399,,Fire Emblem: Awakening - EXPonential Growth,3DS,"Feb 28, 2013",,/game/3ds/fire-emblem-awakening---exponential-growth,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
400,,Fire Emblem: Awakening - Irreconcilable Paths,3DS,"Feb 28, 2013",,/game/3ds/fire-emblem-awakening---irreconcilable-paths,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
401,,Fire Emblem: Awakening - Lost Bloodlines 1,3DS,"Feb 21, 2013",,/game/3ds/fire-emblem-awakening---lost-bloodlines-1,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
402,,Wii Street U,WIIU,"Feb 14, 2013",5.9,/game/wii-u/wii-street-u,,['Nintendo'],"['Miscellaneous', 'Application', 'General']"
403,,Fire Emblem: Awakening - Champions of Yore 3,3DS,"Feb 14, 2013",,/game/3ds/fire-emblem-awakening---champions-of-yore-3,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
404,,Fire Emblem: Awakening - The Golden Gaffe,3DS,"Feb 14, 2013",,/game/3ds/fire-emblem-awakening---the-golden-gaffe,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
405,,Fire Emblem: Awakening - The Dead King's Lament,3DS,"Feb 14, 2013",,/game/3ds/fire-emblem-awakening---the-dead-kings-lament,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
406,69.0,Brain Age: Concentration Training,3DS,"Feb 10, 2013",7.3,/game/3ds/brain-age-concentration-training,E,['Nintendo'],"['Miscellaneous', 'Edutainment']"
407,,Fire Emblem: Awakening - Champions of Yore 2,3DS,"Feb 7, 2013",,/game/3ds/fire-emblem-awakening---champions-of-yore-2,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
408,92.0,Fire Emblem: Awakening,3DS,"Feb 4, 2013",9.1,/game/3ds/fire-emblem-awakening,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
409,,Fire Emblem: Awakening - Champions of Yore 1,3DS,"Jan 31, 2013",,/game/3ds/fire-emblem-awakening---champions-of-yore-1,T,['Intelligent Systems'],"['Turn-Based', 'Tactics', 'Strategy', 'Fantasy']"
410,68.0,Tokyo Crash Mobs,3DS,"Jan 17, 2013",7.4,/game/3ds/tokyo-crash-mobs,E,['Mitchell'],"['Miscellaneous', 'Puzzle', 'General']"
411,78.0,Fluidity: Spin Cycle,3DS,"Dec 27, 2012",6.6,/game/3ds/fluidity-spin-cycle,E,['Curve Studios'],"['Action', '2D', 'Platformer']"
412,,New Super Mario Bros. 2: Mystery Adventure Pack,3DS,"Dec 20, 2012",7.7,/game/3ds/new-super-mario-bros-2-mystery-adventure-pack,E,['Nintendo'],"['Action', '2D', 'Platformer']"
413,,New Super Mario Bros. 2: Impossible Pack,3DS,"Dec 20, 2012",7.5,/game/3ds/new-super-mario-bros-2-impossible-pack,E,['Nintendo'],"['Action', '2D', 'Platformer']"
414,,New Super Mario Bros. 2: Coin Challenge Pack C,3DS,"Dec 5, 2012",7.6,/game/3ds/new-super-mario-bros-2-coin-challenge-pack-c,E,['Nintendo'],"['Action', '2D', 'Platformer']"
415,,New Super Mario Bros. 2: Platform Panic Pack,3DS,"Dec 5, 2012",7.0,/game/3ds/new-super-mario-bros-2-platform-panic-pack,E,['Nintendo'],"['3D', 'Action', '2D', 'Platformer']"
416,,New Super Mario Bros. 2: Gold Classics Pack,3DS,"Nov 27, 2012",7.1,/game/3ds/new-super-mario-bros-2-gold-classics-pack,E,['Nintendo'],"['Action', '2D', 'Platformer']"
417,86.0,Crashmo,3DS,"Nov 22, 2012",8.2,/game/3ds/crashmo,E,['Intelligent Systems'],"['Action', 'Miscellaneous', 'Puzzle']"
418,84.0,New Super Mario Bros. U,WIIU,"Nov 18, 2012",8.0,/game/wii-u/new-super-mario-bros-u,E,['Nintendo'],"['Action', '2D', 'Platformer']"
